citation_num,citation_code,authors,title,publisher,publication_year,journal,issue,volume,pages,book_title,book_editor,doi
526,"DANYUSHEVSKY, 1993","DANYUSHEVSKY, L V; FALLOON, T J; SOBOLEV, A V; CRAWFORD, A J; CARROLL, M; PRICE, R C",THE H2O CONTENT OF BASALT GLASSES FROM SOUTH WEST PACIFIC BACK-ARC BASINS,,1993,EARTH PLANET SCI LETT,,117,347-362,,,10.1016/0012-821X(93)90089-R
527,"RHODES, 1976","RHODES, J M; BLANCHARD, D P; RODGERS, K V; JACOBS, J W; BRANNON, J C","PETROLOGY AND CHEMISTRY OF BASALTS FROM THE NAZCA PLATE, 2. MAJOR AND TRACE ELEMENT CHEMISTRY",,1976,INIT REP DSDP,,34,239-244,,,10.2973/dsdp.proc.34.112.1976
528,"THOMPSON, 1976","THOMPSON, G; BRYAN, W B; FREY, F A; DICKEY, J S JR; SUEN, C J","PETROLOGY AND GEOCHEMISTRY OF BASALTS FROM LEG 34, NAZCA PLATE",,1976,INIT REP DSDP,,34,215-226,,,10.2973/dsdp.proc.34.110.1976
529,"MACDOUGALL, 1976","MACDOUGALL, J D",FISSION TRACK STUDIES OF BASALT FROM LEG 34,,1976,INIT REP DSDP,,34,455-455,,,10.2973/dsdp.proc.34.135.1976
530,"BEZRUKOV, 1966","BEZRUKOV, P L; KRYLOV, A Y; CHERNYSHEVA, V I",PETROGRAPHY AND ABSOLUTE AGE OF BASALTS FROM THE INDIAN OCEAN,,1966,OKEANOLOGIYA,,6,261-266,,,NULL
531,"CANN, 1966","CANN, J R; VINE, F J",AN AREA ON THE CREST OF THE CARLSBERG RIDGE; PETROLOGY AND MAGNETIC SURVEY,,1966,PHIL TRANS R SOC LOND,,A259,198-217,,,10.1098/rsta.1966.0007
532,"CANN, 1970","CANN, J R",PETROLOGY OF BASALTS DREDGED FROM THE GULF OF ADEN,,1970,DEEP SEA RESEARCH,,17,477-482,,,10.1016/0011-7471(70)90062-8
534,"ENGEL, 1963","ENGEL, C G; ENGEL, A E J",BASALTS DREDGED FROM THE NORTH-EASTERN PACIFIC OCEAN,,1963,SCIENCE,,140,1321-1324,,,10.1126/science.140.3573.1321
535,"ENGEL, 1965","ENGEL, C G; FISHER, R L; ENGEL, A E J",IGNEOUS ROCKS OF THE INDIAN OCEAN FLOOR,,1965,SCIENCE,,150,605-610,,,10.1126/science.150.3696.605
537,"MELSON, 1966","MELSON, W G; BOWEN, V T; VAN ANDEL, T H; SIEVER, R",GREENSTONES FROM THE CENTRAL VALLEY OF THE MID-ATLANTIC RIDGE,,1966,NATURE,,209,604-605,,,10.1038/209604b0
538,"POLDERVAART, 1965","POLDERVAART, A; GREEN, J",CHEMICAL ANALYSES OF SUBMARINE BASALTS,,1965,AMERICAN MINERAL,,50,1723-1728,,,NULL
539,"ANDERSON, 1980","ANDERSON, R N; SPARIOUS, J; WEISSEL, J K; HAYES, D E",THE INTERRELATION BETWEEN VARIATIONS IN MAGNETIC ANOMALY AMPLITUDES AND BASALTIC MAGNETIZATION AND CHEMISTRY ALONG THE SOUTHEAST INDIAN RIDGE,,1980,J GEOPHYS RES,,85,3883-3898,,,10.1029/JB085iB07p03883
542,"KARSTEN, 1988","KARSTEN, J L","SPATIAL AND TEMPORAL VARIATIONS IN THE PETROLOGY, MORPHOLOGY AND TECTONICS OF A MIGRATING SPREADING CENTER: THE ENDEAVOR SEGMENT, JUAN DE FUCA RIDGE",,1988,"THESIS OR DISSERTATION, DOCTORAL, UNIV WASH; MONOGRAPHIC",,,NULL,,,NULL
544,"CASTILLO, 1998","CASTILLO, P R; NATLAND, J H; NIU, Y; LONSDALE, P F","SR, ND AND PB ISOTOPIC VARIATION ALONG THE PACIFIC-ANTARCTIC RISECREST, 53-57 DEGREE S: IMPLICATIONS FOR THE COMPOSITION AND DYNAMICS OF THE SOUTH PACIFIC UPPER MANTLE",,1998,EARTH PLANET SCI LETT,,154,109-125,,,10.1016/S0012-821X(97)00172-6
545,"KURZ, 1998","KURZ, M D; LE ROEX, A P; DICK, H J B",ISOTOPE GEOCHEMISTRY OF THE OCEANIC MANTLE NEAR THE BOUVET TRIPLE JUNCTION,,1998,GEOCHIM COSMOCHIM ACTA,,62,841-852,,,10.1016/S0016-7037(97)00383-9
546,"MACPHERSON, 1998","MACPHERSON, C G; MATTEY, D P",OXYGEN ISOTOPE VARIATIONS IN LAU BASIN LAVAS,,1998,CHEMICAL GEOLOGY,,144,177-194,,,10.1016/S0009-2541(97)00130-7
547,"RHODES, 1978","RHODES, J M; BLANCHARD, D P; DUNGAN, M A; RODGERS, K V; BRANNON, J C",CHEMISTRY OF LEG 45 BASALTS,,1978,INIT REP DSDP,,45,447-459,,,10.2973/dsdp.proc.45.119.1979
548,"BONATTI, 1986","BONATTI, E; OTTONELLO, G; HAMLYN, P R","PERIDOTITES FROM THE ISLAND OF ZABARGAD (ST. JOHN), RED SEA: PETROLOGY AND GEOCHEMISTRY",,1986,J GEOPHYS RES,,91,599-631,,,10.1029/JB091iB01p00599
550,"BATIZA, 1985","BATIZA, R; VANKO, D A",PETROLOGIC EVOLUTION OF LARGE FAILED RIFTS IN THE EASTERN PACIFIC: PETROLOGY OF VOLCANIC AND PLUTONIC ROCKS FROM THE MATHEMATICIAN RIDGE AREA AND THE GUADALUPE TROUGH,,1985,J PETROL,,26,564-602,,,10.1093/petrology/26.3.564
551,"CHRISTIE, 1984","CHRISTIE, D M",PETROLOGIC EFFECTS OF MID-OCEANIC RIDGE PROPAGATION: THE GALAPAGOS SPREADING CENTER AT 95.5 DEGREE W,,1984,"THESIS OR DISSERTATION, DOCTORAL, UNIV HAWAII; MONOGRAPHIC",,,NULL,,,NULL
553,"FINE, 1985","FINE, G; STOLPER, E",DISSOLVED CARBON DIOXIDE IN BASALTIC GLASSES: CONCENTRATIONS AND SPECIATION,NULL,1985,EARTH PLANET SCI LETT,NULL,76,263-278,NULL,NULL,10.1016/0012-821X(86)90078-6
554,"FORNARI, 1988","FORNARI, D J; PERFIT, M R; ALLAN, J F; BATIZA, R; HAYMON, R; BARONE, A; RYAN, W B F; SMITH, T; SIMKIN, T; LUCKMAN, M A",GEOCHEMICAL AND STRUCTURAL STUDIES OF THE LAMONT SEAMOUNTS: SEAMOUNTS AS INDICATORS OF MANTLE PROCESSES,,1988,EARTH PLANET SCI LETT,,89,63-83,,,10.1016/0012-821X(88)90033-7
557,"GRAHAM, 1987","GRAHAM, D W; JENKINS, W J; KURZ, M D; BATIZA, R",HELIUM ISOTOPE DISEQUILIBRIUM AND GEOCHRONOLOGY OF GLASSY SUBMARINE BASALTS,,1987,NATURE,,326,384-386,,,10.1038/326384a0
558,"DMITRIEV, 1985","DMITRIEV, L V; SOBOLEV, A V; SUSHCHEVSKAYA, N M; ZAPUNNY, S A","ABYSSAL GLASSES, PETROLOGIC MAPPING OF THE OCEANIC FLOOR AND ""GEOCHEMICAL LEG"" 82",,1985,INIT REP DSDP,,82,508-518,,,10.2973/dsdp.proc.82.127.1985
559,"SPADEA, 1991","SPADEA, P; BECCALUVA, L; CIVETTA, L; COLTORTI, M; DOSTAL, J; SAJONA, F G; SERRI, G; ZEDA, O",PETROLOGY OF BASIC IGNEOUS ROCKS FROM THE FLOOR OF THE SULU SEA,,1991,"PROC ODP, SCI RESULTS",,124,251-265,,,10.2973/odp.proc.sr.124.158.1991
562,"BEN OTHMAN, 1990","BEN OTHMAN, D; ALLEGRE, C J",U-TH SYSTEMATICS AT 13 DEGREE N EAST PACIFIC RIDGE SEGMENT,,1990,EARTH PLANET SCI LETT,,98,129-137,,,10.1016/0012-821X(90)90092-C
563,"CONDOMINES, 1981","CONDOMINES, M; MORAND, P; ALLEGRE, C J","230TH-238U RADIOACTIVE DISEQUILIBRIA IN THOLEIITES FROM THE FAMOUS ZONE (MID-ATLANTIC RIDGE, 36 DEGREE 50ÕN): TH AND SR ISOTOPIC GEOCHEMISTRY",,1981,EARTH PLANET SCI LETT,,55,247-256,,,10.1016/0012-821X(81)90104-7
564,"GOLDSTEIN, 1991","GOLDSTEIN, S J; MURRELL, M T; JANECKY, D R; DELANEY, J R; CLAGUE, D A",GEOCHRONOLOGY AND PETROGENESIS OF MORB FROM THE JUAN DE FUCA AND GORDA RIDGES BY 238U-230TH DISEQUILIBRIUM,,1991,EARTH PLANET SCI LETT,,107,25-41,,,10.1016/0012-821X(91)90041-F
565,"REINITZ, 1989","REINITZ, I; TUREKIAN, K K",(230TH/238U) AND (226RA/230TH) FRACTIONATION IN YOUNG BASALTIC GLASSES FROM THE EAST PACIFIC RISE,,1989,EARTH PLANET SCI LETT,,94,199-207,,,10.1016/0012-821X(89)90139-8
566,"RUBIN, 1988","RUBIN, K H; MACDOUGALL, J D",226RA EXCESSES IN MID-OCEAN RIDGE BASALTS AND MANTLE MELTING,,1988,NATURE,,355,158-161,,,10.1038/335158a0
568,"SIMS, 1995","SIMS, K W W; DE PAOLO, D J; MURRELL, M T; BALDRIDGE, W S; GOLDSTEIN, S J; CLAGUE, D A",MECHANISMS OF MAGMA GENERATION BENEATH HAWAII AND MID-OCEAN RIDGES: URANIUM/THORIUM AND SAMARIUM/NEODYMIUM ISOTOPIC EVIDENCE,,1995,SCIENCE,,267,508-512,,,10.1126/science.267.5197.508
570,"VOLPE, 1993","VOLPE, A M; GOLDSTEIN, S J",226RA-230TH DISEQUILIBRIUM IN AXIAL AND OFF-AXIS MID-OCEAN RIDGE BASALTS,,1993,GEOCHIM COSMOCHIM ACTA,,57,1233-1241,,,10.1016/0016-7037(93)90060-A
571,"ROY-BARMAN, 1994","ROY-BARMAN, M; ALLEGRE, C J",187OS/186OS IN OCEANIC MID-OCEAN RIDGE BASALTS AND ABYSSAL PERIDOTITES,,1994,GEOCHIM COSMOCHIM ACTA,,58,5043-5054,,,10.1016/0016-7037(94)90230-5
572,"HERTOGEN, 1980","HERTOGEN, J; JANSSENS, M J; PALME, H",TRACE ELEMENTS IN OCEAN RIDGE BASALT GLASES: IMPLICATIONS FOR FRACTIONATIONS DURING MANTLE EVOLUTION AND PETROGENESIS,,1980,GEOCHIM COSMOCHIM ACTA,,44,2125-2143,,,10.1016/0016-7037(80)90209-4
573,"MARTIN, 1991","MARTIN, C E",OS ISOTOPIC CHARACTERISTICS OF MANTLE DERIVED ROCKS,,1991,GEOCHIM COSMOCHIM ACTA,,55,1421-1434,,,10.1016/0016-7037(91)90318-Y
574,"SNOW, 1995","SNOW, J E; REISBERG, L R",OS ISOTOPE SYSTEMATICS OF THE MORB MANTLE: RESULTS FROM ALTERED ABYSSAL PERIDOTITES,,1995,EARTH PLANET SCI LETT,,133,411-421,,,10.1016/0012-821X(95)00099-X
577,"TAYLOR, 1997","TAYLOR, R N; THIRLWALL, M F; MURTON, B J; HILTON, D R; GEE, M A M",ISOTOPIC CONSTAINTS ON THE INFLUENCE OF THE ICELANDIC PLUME,,1997,EARTH PLANET SCI LETT,,148,NULL,,,10.1016/S0012-821X(97)00038-1
580,"JOCHUM, 1996","JOCHUM, K P; VERMA, S P","EXTREME ENRICHMENT OF SB, TL AND OTHER TRACE ELEMENTS IN ALTERED MORB",,1996,CHEMICAL GEOLOGY,,130,289-299,,,10.1016/0009-2541(96)00014-9
584,"PERFIT, 1987","PERFIT, M R; LANGMUIR, C H; BAEKISAPA, M; CHAPPELL, B W; JOHNSON, R W; STAUDIGEL, H; TAYLOR, S R",GEOCHEMISTRY AND PETROLOGY OF VOLCANIC ROCKS FROM THE WOODLARK BASIN: ADDRESSING QUESTIONS OF RIDGE SUBDUCTION,,1987,CIRCUM-PAC COUNCIL ENERGY MIN RES,,7,113-154,"MARINE GEOLOGY, GEOPHYSICS, AND GEOCHEMISTRY OF THE WOODLARK BASIN - SOLOMON ISLANDS","TAYLOR-B, EXON-N-F",NULL
585,"JOHNSON, 1987","JOHNSON, R W; JAQUES, A L; LANGMUIR, C H; PERFIT, M R; STAUDIGEL, H; DUNKLEY, P N; CHAPPELL, B W; TAYLOR, S R; BAEKISAPA, M",RIDGE SUBDUCTION AND FOREARC VOLCANISM: PETROLOGY AND GEOCHEMISTRY OF ROCKS DREDGED FROM THE WESTERN SOLOMON ARC AND WOODLARK BASIN,,1987,CIRCUM-PAC COUNCIL ENERGY MIN RES,,7,155-226,"MARINE GEOLOGY, GEOPHYSICS, AND GEOCHEMISTRY OF THE WOODLARK BASIN - SOLOMON ISLANDS","TAYLOR-B, EXON-N-F",NULL
586,"STAUDIGEL, 1987","STAUDIGEL, H; MCCULLOCH, M T; ZINDLER, A; PERFIT, M R",COMPLEX RIDGE SUBDUCTION AND ISLAND ARC MAGMATISM: AN ISOTOPIC STUDY OF THE NEW GEORGIA FOREARC AND THE WOODLARK BASIN,,1987,CIRCUM-PAC COUNCIL ENERGY MIN RES,,7,227-240,"MARINE GEOLOGY, GEOPHYSICS, AND GEOCHEMISTRY OF THE WOODLARK BASIN - SOLOMON ISLANDS","TAYLOR-B, EXON-N-F",NULL
592,"AGRINIER, 1995","AGRINIER, P; HEKINIAN, R; BIDEAU, R D; JAVOY, M",O AND H STABLE ISOTOPE COMPOSITIONS OF OCEANIC CRUST AND UPPER MANTLE ROCKS EXPOSED IN THE HESS DEEP NEAR THE GALAPAGOS TRIPLE JUNCTION,,1995,EARTH PLANET SCI LETT,,136,183-196,,,10.1016/0012-821X(95)00159-A
594,"JAMBON, 1995","JAMBON, A; DERUELLE, B; DREIBUS, G; PINEAU, F",CHLORINE AND BROMINE ABUNDANCE IN MORB; THE CONTRASTING BEHAVIOUR OF THE MID-ATLANTIC RIDGE AND EAST PACIFIC RISE AND IMPLICATIONS FOR CHLORINE GEODYNAMIC CYCLE,,1995,CHEMICAL GEOLOGY,,126,101-117,,,10.1016/0009-2541(95)00112-4
599,"PYLE, 1994","PYLE, D G",GEOCHEMISTRY OF MID-OCEAN RIDGE BASALT WITHIN AND SURROUNDING THE AUSTRALIAN-ANTARCTIC DISCORDANCE,,1994,"THESIS OR DISSERTATION, DOCTORAL, OREGON STATE UNIVERSITY; MONOGRAPHIC",,,NULL,,,NULL
600,"DUNCAN, 1994","DUNCAN, R A; HOLMES, M",RADIOMETRIC DATING OF YOUNG MORB USING THE 40AR-39AR INCREMENTAL HEATING METHOD,,1994,GEOPHYS RES LETT,,21,1927-1930,,,10.1029/94gl01375
604,"GOLDSTEIN, 1994","GOLDSTEIN, S J; PERFIT, M R; BATIZA, R; FORNARI, D J; MURRELL, M T",OFF-AXIS VOLCANISM AT THE EAST PACIFIC RISE DETECTED BY URANIUM-SERIES DATING OF BASALTS,,1994,NATURE,,367,157,,,10.1038/367157a0
615,"CHASE, 1969","CHASE, R L",BASALT FROM THE AXIAL TROUGH OF THE RED SEA,"SPRINGER VERLAG, NEW YORK",1969,,,,128,HOT BRINES AND RECENT HEAVY METAL DEPOSITS IN THE RED SEA,"DEGENS-E-T, ROSS-D-A",10.1007/978-3-662-28603-6_12
616,"CLAGUE, 1981","CLAGUE, D A; FISK, M R; BENCE, A E","MINERAL CHEMISTRY OF BASALTS FROM OJIN, NINTOKU AND SUIKI SEAMOUNTS, LEG 55 DSDP",NULL,1981,INIT REP DSDP,NULL,55,607-637,NULL,NULL,10.2973/dsdp.proc.55.125.1980
618,"HEKINIAN, 1975","HEKINIAN, R; HOFFERT, M",RATE OF PALAGONITIZATION AND MANGANESE COATING ON BASALTIC ROCKS FROM THE RIFT VALLEY IN THE ATLANTIC OCEAN NEAR 36 DEGREE 50 N,,1975,MARINE GEOLOGY,,19,91-109,,,10.1016/0025-3227(75)90056-0
622,"SCHILLING, 1969","SCHILLING, J-G",RED SEA FLOOR ORIGIN: RARE-EARTH EVIDENCE,,1969,SCIENCE,,165,1357-1360,,,10.1126/science.165.3900.1357
624,"WOOD, 1979","WOOD, D A; JORON, J-L; TREUIL, M; NORRY, M J; TARNEY, J",ELEMENTAL AND SR ISOTOPE VARIATIONS IN BASIC LAVAS FROM ICELAND AND THE SURROUNDING OCEANIC FLOOR: NATURE OF THE MANTLE SOURCE HETEROGENEITY,,1979,CONTRIB MINERAL PETROL,,70,319-330,,,10.1007/BF00375360
625,"WOOD, 1978","WOOD, D A; VARET, J; BOUGAULT, H; CORRE, O; JORON, J-L; TREUIL, M; BIZOUARD, H; NORRY, M J; HAWKESWORTH, C J; RODDICK, J C","THE PETROLOGY, GEOCHEMISTRY AND MINERALOGY OF NORTH ATLANTIC BASALTS: A DISCUSSION BASED ON IPOD LEG 49",,1978,INIT REP DSDP,,49,597-655,,,10.2973/dsdp.proc.49.121.1979
627,"HEKINIAN, 1992","HEKINIAN, R; BIDEAU, R D; CANNAT, M; FRANCHETEAU, J; HEBERT, R",VOLCANIC ACTIVITY AND CRUST-MANTLE EXPOSURE IN THE ULTRAFAST GARRETT TRANSFORM FAULT NEAR 13 DEGREE 28 MIN S IN THE PACIFIC,,1992,EARTH PLANET SCI LETT,,108,259-275,,,10.1016/0012-821X(92)90027-S
628,"PINEAU, 1994","PINEAU, F; JAVOY, M",STRONG DEGASSING AT RIDGE CRESTS: THE BEHAVIOUR OF DISSOLVED CARBON AND WATER IN BASALT GLASSES AT 14 DEGREE N (MAR),,1994,EARTH PLANET SCI LETT,,123,179-198,,,10.1016/0012-821X(94)90266-6
629,"EISSEN, 1982","EISSEN, J P","PETROLOGIE COMPAREE DE BASALTES DE DIFFERENTS SEGMENTS DE ZONES D'ACCRETION OCEANIQUE Ë TAUX D'ACCRETION VARIES (MER ROUGE, ATLANTIQUE, PACIFIQUE)",,1982,"THESIS OR DISSERTATION, DOCTORAL, UNIV STRASBOURG; MONOGRAPHIC",,,NULL,,,NULL
630,"LE ROEX, 1992","LE ROEX, A P; DICK, H J B; WATKINS, R T",PETROGENESIS OF ANOMALOUS K-ENRICHED MORB FROM THE SOUTHWEST INDIAN RIDGE: 11 DEGREE 53'E TO 14 DEGREE 38'E,,1992,CONTRIB MINERAL PETROL,,110,253-268,,,10.1007/BF00310742
632,"SALTERS, 1991","SALTERS, V J M; HART, S R","THE MANTLE SOURCES OF OCEAN RIDGES, ISLANDS AND ARCS: THE HF-ISOTOPE CONNECTION",,1991,EARTH PLANET SCI LETT,,104,364-380,,,10.1016/0012-821X(91)90216-5
633,"SALTERS, 1998","SALTERS, V J M; WHITE, W M",HF ISOTOPE CONSTRAINTS ON MANTLE EVOLUTION,,1998,CHEMICAL GEOLOGY,,145,447-460,,,10.1016/S0009-2541(97)00154-X
635,"MARTY, 1998","MARTY, B; TOLSTIKHIN, I N","CO2 FLUXES FROM MID-OCEAN RIDGES, ARCS AND PLUMES",,1998,CHEMICAL GEOLOGY,,145,233-248,,,10.1016/S0009-2541(97)00145-9
636,"CASTILLO, 1994","CASTILLO, P R; PRINGLE, M; CARLSON, R W",EAST MARIANA BASIN THOLEIITES: CRETACEOUS INTRAPLATE BASALTS OR RIFT BASALTS RELATED TO THE ONTONG JAVA PLUME?,,1994,EARTH PLANET SCI LETT,,123,139-154,,,10.1016/0012-821X(94)90263-1
637,"FRENZEL, 1990","FRENZEL, G; MÜHE, R K; STOFFERS, P","PETROLOGY OF THE VOLCANIC ROCKS FROM THE LAU BASIN, SOUTHWEST PACIFIC",,1990,GEOL JAHRB,,92,395-479,,,NULL
638,"SUNKEL, 1990","SUNKEL, G",ORIGIN OF PETROLOGICAL AND GEOCHEMICAL VARIATIONS OF LAU BASIN LAVAS (SW PACIFIC),,1990,MARINE MINING,,9,205-234,,,NULL
640,"LOOCK, 1992","LOOCK, G",CHARACTER AND DISTRIBUTION OF THE INDIAN OCEAN DOMAIN: A STUDY OF THE MANTLE SOURCE COMPOSITIONS OF LAU BASIN VOLCANICS (SW PACIFIC) AND THE INDIAN OCEAN MID-OCEAN RIDGE BASALTS,,1992,"THESIS OR DISSERTATION, DOCTORAL, UNIV KOELN; MONOGRAPHIC",,,NULL,,,NULL
641,"JENNER, 1987","JENNER, G A; CAWOOD, P A; RAUTENSCHLEIN, M; WHITE, W M","COMPOSITION OF BACK-ARC BASIN VOLCANICS, VALU FA RIDGE, LAU BASIN: EVIDENCE FOR A SLAB-DERIVED COMPONENT IN THEIR MANTLE SOURCE",,1987,J VOLCANOL GEOTHERM RES,,32,209-222,,,10.1016/0377-0273(87)90045-X
642,"VALLIER, 1991","VALLIER, T L; JENNER, G A; FREY, F A; GILL, J B; DAVIS, A S; VOLPE, A M; HAWKINS, J W; MORRIS, J D; CAWOOD, P A; MORTON, J L; SCHOLL, D W; RAUTENSCHLEIN, M; WHITE, R S; WILLIAMS, R W; STEVENSON, A J; WHITE, L D","SUBALKALINE ANDESITE FROM VALU FA RIDGE, A BACK-ARC SPREADING CENTER IN SOUTHERN LAU BASIN: PETROGENESIS, COMPARATIVE CHEMISTRY, AND TECTONIC IMPLICATIONS",,1991,CHEMICAL GEOLOGY,,91,227-256,,,10.1016/0009-2541(91)90002-9
643,"BOESPFLUG, 1990","BOESPFLUG, X; DOSSO, L; BOUGAULT, H; JORON, J-L",TRACE ELEMENT AND ISOTOPIC (SR AND ND) GEOCHEMISTRY OF VOLCANIC ROCKS FROM THE LAU BASIN,,1990,GEOL JAHRB,,D 92,503-516,,,NULL
645,"FALLOON, 1992","FALLOON, T J; MALAHOFF, A; ZONENSHAIN, L P; BOGDANOV, Y","PETROLOGY AND GEOCHEMISTRY OF BACK-ARC BASIN BASALTS FROM LAU BASIN SPREADING RIDGES AT 15 DEGREE , 18 DEGREE  AND 19 DEGREE S",,1992,CONTRIB MINERAL PETROL,,47,Jan-35,,,10.1007/BF01165295
646,"PEARCE, 1995","PEARCE, J A; ERNEWEIN, M; BLOOMER, S H; PARSON, L M; MURTON, B J; JOHNSON, L E",GEOCHEMISTRY OF LAU BASIN VOLCANIC ROCKS: INFLUENCE OF RIDGE SEGMENTATION AND ARC PROXIMITY,,1995,GEOL SOC LONDON SPEC PUB,,81,53-75,VOLCANISM ASSOCIATED WITH EXTENSION AT CONSUMED PLATE MARGINS,SMELLIE-J-L,10.1144/GSL.SP.1994.081.01.04
648,"MICHAEL, 1989","MICHAEL, P J; SCHILLING, J-G",CHLORINE IN MID-OCEAN RIDGE MAGMAS: EVIDENCE FOR ASSIMILATION OF SEAWATER-INFLUENCED COMPONENTS,,1989,GEOCHIM COSMOCHIM ACTA,,53,3131-3143,,,10.1016/0016-7037(89)90094-X
649,"EDWARDS, 1996","EDWARDS, S J; MALPAS, J",MELT-PERIDOTITE INTERACTIONS IN SHALLOW MANTLE AT THE EAST PACIFIC RISE: EVIDENCE FROM ODP SITE 895 (HESS DEEP),,1996,MINERALOG MAG,,60,191-206,,,10.1180/minmag.1996.060.398.13 
651,"DERUELLE, 1992","DERUELLE, B; DREIBUS, G; JAMBON, A",IODINE ABUNDANCES IN OCEANIC BASALTS: IMPLICATIONS FOR EARTH DYNAMICS,,1992,EARTH PLANET SCI LETT,,108,217-227,,,10.1016/0012-821X(92)90024-P
653,"DAVIS, 1990","DAVIS, A S; CLAGUE, D A; MORTON, J L","VOLCANIC GLASS COMPOSITIONS FROM TWO SPREADING CENTERS IN LAU BASIN, SOUTHWEST PACIFIC OCEAN",,1990,GEOL JAHRB,,92,481-501,,,NULL
657,"JOHNSON, 1990","JOHNSON, K T M; SINTON, J M","PETROLOGY, TECTONIC SETTING, AND THE FORMATION OF BACK-ARC BASIN BASALTS IN THE NORTH FIJI BASIN",,1990,GEOL JAHRB,,D92,517-545,,,NULL
659,"ARAI, 1996","ARAI, S; MATSUKAGE, K","PETROLOGY OF GABBRO-TROCTOLITE-PERIDOTITE COMPLEX FROM HESS DEEP, EQUATORIAL PACIFIC: IMPLICATIONS FOR MANTLE-MELT INTERACTION WITHIN THE OCEANIC LITHOSPHERE",,1996,"PROC ODP, SCI RESULTS",,147,135-155,,,10.2973/odp.proc.sr.147.008.1996
661,"BONATTI, 1971","BONATTI, E; HONNOREZ, J; FERRARA, G",PERIDOTITE-GABBRO-BASALT COMPLEX FROM THE EQUATORIAL MID-ATLANTIC RIDGE,,1971,PHIL TRANS R SOC LOND,,A268,385-402,,,10.1098/rsta.1971.0002
663,"KEMPE, 1974","KEMPE, D R C","THE PETROLOGY OF THE BASALTS, LEG 26",,1974,INIT REP DSDP,,26,465-503,,,10.2973/dsdp.proc.26.114.1974
664,"MELSON, 1971","MELSON, W G; THOMPSON, G",PETROLOGY OF A TRANSFORM FAULT ZONE AND ADJACENT RIDGE SEGMENT,,1971,PHIL TRANS R SOC LOND,,268,423-441,,,10.1098/rsta.1971.0005
665,"KAMENETSKY, 1998","KAMENETSKY, V S; EGGINS, S E; CRAWFORD, A J; GREEN, D H; GASPARON, M; FALLOON, T J",CALCIC MELT INCLUSIONS IN PRIMITIVE OLIVINE AT 43 DEGREE N MAR: EVIDENCE FOR MELT-ROCK REACTION/MELTING INVOLVING CLINOPYROXENE-RICH LITHOLOGIES DURING MORB GENERATION,,1998,EARTH PLANET SCI LETT,,160,115-132,,,10.1016/S0012-821X(98)00090-9
668,"EWART, 1998","EWART, A; COLLERSON, K D; REGELOUS, M; WENDT, J I; NIU, Y",GEOCHEMICAL EVOLUTION WITHIN THE TONGA-KERMADEC-LAU ARC-BACK-ARC SYSTEMS: THE ROLE OF VARYING MANTLE WEDGE COMPOSITION IN SPACE AND TIME,NULL,1998,J PETROL,NULL,39,331-368,NULL,NULL,10.1093/petroj/39.3.331
669,"DMITRIEV, 1991","DMITRIEV, L V; MAGAKYAN, R; DANYUSHEVSKY, L V; KAMENETSKY, V S; KONONKOVA, N N",NEW DATA ON PRIMITIVE THOLEIITES FROM OCEANIC CRUST OF THE ATLANTIC (12 CRUISE OF ACADEMICIAN B. PETROV),,1991,VOLCANOL SEISMOL,,6,78-94,,,NULL
671,"JOCHUM, 1993","JOCHUM, K P; HOFMANN, A W; SEUFERT, H M",TIN IN MANTLE-DERIVED ROCKS: CONSTRAINTS ON EARTH EVOLUTION,,1993,GEOCHIM COSMOCHIM ACTA,,57,3585-3595,,,10.1016/0016-7037(93)90141-I
672,"ROY-BARMAN, 1998","ROY-BARMAN, M; WASSERBURG, G J; PAPANASTASSIOU, D A; CHAUSSIDON, M",OSMIUM ISOTOPIC COMPOSITIONS AND RE-OS CONCENTRATIONS IN SULFIDE GLOBULES FROM BASALTIC GLASSES,,1998,EARTH PLANET SCI LETT,,154,331-347,,,10.1016/S0012-821X(97)00180-5
675,"LANGMUIR, 1998","LANGMUIR, C H","SUBMITTED DATA SET: MAJOR ELEMENT COMPOSITION OF BASALT GLASSES FROM THE AII127 CRUISE. LEG 1 AND 2,  MID-ATLANTIC RIDGE",,1998,,,,NULL,,,NULL
680,"CORLISS, 1976","CORLISS, J B; DYMOND, J; LOPEZ, C",ELEMENTAL ABUNDANCE PATTERNS IN LEG 34 ROCKS,,1976,INIT REP DSDP,,34,293-299,,,10.2973/dsdp.proc.34.118.1976
681,"SCHRADER, 1979","SCHRADER, E L; ROSENDAHL, B R; FURBISH, W J",PICRITES FROM THE EAST PACIFIC RISE,,1979,OCEANOL ACTA,,2,339-347,,,NULL
682,"THOMPSON, 1970","THOMPSON, G; MELSON, W G",BORON CONTENTS OF SERPENTITNITES AND METABASALTS IN THE OCEANIC CRUST: IMPLICATIONS FOR THE BORON CYCLE IN THE OCEANS,,1970,EARTH PLANET SCI LETT,,8,61-65,,,10.1016/0012-821X(70)90100-7
684,"BROOKS, 1974","BROOKS, C K; JAKOBSSON, S P; CAMPSIE, J","DREDGED BASALTIC ROCKS FROM THE SEAWARD EXTENSIONS OF THE REYKJANES AND SNAEFELLSNES VOLCANIC ZONES, ICELAND",,1974,EARTH PLANET SCI LETT,,22,320-327,,,10.1016/0012-821X(74)90141-1
